psa_id,section_names,problem_id,is_correct,CWA_total_frequency,CWA_count
PSAHQV,"{""S2 [treatment2]""}",1064130,False,90.0,5
PSAHQV,"{""S2 [treatment2]""}",1064131,-1,46.0,6
PSAHQV,"{""S2 [treatment2]""}",1064131,False,98.0,6
PSAHQV,"{""S2 [treatment2]""}",1064132,-1,65.0,7
PSAHQV,"{""S2 [treatment2]""}",1064132,False,108.0,6
PSAHQV,"{""S2 [treatment2]""}",1064133,-1,28.0,4
PSAHQV,"{""S2 [treatment2]""}",1064133,False,71.0,5
PSAHQV,"{""S2 [treatment2]""}",1064134,-1,120.0,8
PSAHQV,"{""S2 [treatment2]""}",1064134,False,105.0,6
PSAHQV,"{""S2 [treatment2]""}",1064135,-1,67.0,10
PSAHQV,"{""S2 [treatment2]""}",1064135,False,133.0,6
PSAHQV,"{""S2 [treatment2]""}",1064136,-1,16.0,2
PSAHQV,"{""S2 [treatment2]""}",1064136,False,48.0,4
PSAHQV,"{""S2 [treatment2]""}",1064137,-1,42.0,4
PSAHQV,"{""S2 [treatment2]""}",1064137,False,114.0,3
PSAHQV,"{""S2 [treatment2]""}",1064138,-1,91.0,11
PSAHQV,"{""S2 [treatment2]""}",1064138,False,91.0,4
PSAHQV,"{""S2 [treatment2]""}",1064139,-1,26.0,4
PSAHQV,"{""S2 [treatment2]""}",1064139,False,133.0,5
PSAHQV,"{""S2 [treatment2]""}",1064140,-1,24.0,3
PSAHQV,"{""S2 [treatment2]""}",1064140,False,42.0,3
PSAHQV,"{""S2 [treatment2]""}",1064141,-1,50.0,4
PSAHQV,"{""S2 [treatment2]""}",1064141,False,58.0,4
PSAHQV,"{""S2 [treatment2]""}",1064142,-1,73.0,3
PSAHQV,"{""S2 [treatment2]""}",1064142,False,70.0,4
PSAHQV,"{""S2 [treatment2]""}",1064143,-1,37.0,4
PSAHQV,"{""S2 [treatment2]""}",1064143,False,382.0,4
PSAHQV,"{""S2 [treatment2]""}",1064144,-1,97.0,7
PSAHQV,"{""S2 [treatment2]""}",1064144,False,117.0,6
PSAHQV,"{""S2 [treatment2]""}",1064145,-1,77.0,8
PSAHQV,"{""S2 [treatment2]""}",1064145,False,312.0,5
PSAHQV,"{""S2 [treatment2]""}",1064146,-1,39.0,3
PSAHQV,"{""S2 [treatment2]""}",1064146,False,389.0,4
PSAHQV,"{""S2 [treatment2]""}",1064147,-1,46.0,8
PSAHQV,"{""S2 [treatment2]""}",1064147,False,100.0,5
PSAHQV,"{""S2 [treatment2]""}",1064148,-1,79.0,10
PSAHQV,"{""S2 [treatment2]""}",1064148,False,97.0,6
